-93.16531372,39.05550003,12.5644,11111111,1,54.14,180,19.4,1,1,7579.3068,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16529846,39.05550766,13.3308,11111112,1,50.1,180,19.5,1,1,8679.3698,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.1652832,39.05551147,13.7496,11111113,1,45.25,180,19.6,1,1,9898.844,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16526794,39.05551529,13.2359,11111114,1,50.91,180,19.7,1,1,8459.674,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16525269,39.0555191,13.5044,11111115,1,52.53,180,19.9,1,1,8344.8947,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16523743,39.05552673,13.6451,11111116,1,50.1,180,19.7,1,1,8861.8754,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16522217,39.05553055,11.8447,11111117,1,50.1,180,19.6,1,1,7702.2161,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16520691,39.05553436,11.8447,11111118,1,50.1,180,19.6,1,1,7702.2161,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16519165,39.05553436,11.7192,11111119,1,50.1,180,20.1,1,1,7573.2291,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16517639,39.05553818,12.1629,11111120,1,49.29,180,20.4,1,1,7958.7803,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16516113,39.05554199,12.497,11111121,1,49.29,180,20.4,1,1,8177.4018,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16513824,39.05554199,12.8724,11111122,1,50.1,180,20,1,1,8328.8301,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16512299,39.05554199,12.5746,11111123,1,50.91,180,20.5,1,1,7956.9494,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16510773,39.05554581,12.9781,11111124,1,51.72,180,21,1,1,8033.1463,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16509247,39.05554962,11.3591,11111125,1,51.72,180,21.4,1,1,6995.4252,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16507721,39.05554962,11.3591,11111126,1,50.91,180,21.4,1,1,7106.464,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16505432,39.05554962,9.8869,11111127,1,49.29,180,21.7,1,1,6363.8162,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16504669,39.05554581,10.4951,11111128,1,49.29,180,21.7,1,1,6755.3282,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.1650238,39.05554581,9.4512,11111129,1,49.29,180,21.9,1,1,6067.8644,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16500854,39.05554581,11.2017,11111130,1,50.91,180,21.9,1,1,6963.4029,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16499329,39.05554199,10.8465,11111131,1,50.1,180,21.4,1,1,6895.1869,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16497803,39.05554199,11.6776,11111132,1,50.1,180,21.6,1,1,7404.6775,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16496277,39.05553818,11.097,11111133,1,50.1,180,21.7,1,1,7027.5119,F39:LA1,L1:  (980189),CORN WHITE,4238
-93.16493988,39.05553436,13.2267,11111134,1,50.1,180,21.8,1,1,8365.4933,F39:LA1,L1:  (980189),CORN WHITE,4238
